State,Site,Code,Year,Season,Night1,Night2,Night3,Date,Distance,Quarter,Season_code,period,time_ind,Site_code,Pair,rhdv2,K5_site,K5_rel,MaxN
QLD,Wallangarra East,WGE,2015,summer,249,292,265,13/01/2015,2.1,1,0,2015.1,16,17,3,1,2,0,292
QLD,Wallangarra East,WGE,2015,autumn,262,385,358,28/04/2015,2.1,2,0,2015.2,17,17,3,1,2,0,385
QLD,Wallangarra East,WGE,2015,winter,349,290,300,18/07/2015,2.1,3,1,2015.3,18,17,3,1,2,0,349
QLD,Wallangarra East,WGE,2015,spring,NA,542,758,27/10/2015,2.1,4,1,2015.4,19,17,3,1,2,0,758
QLD,Wallangarra East,WGE,2016,summer,1049,1016,951,21/01/2016,2.1,1,0,2016.1,20,17,3,1,2,0,1049
QLD,Wallangarra East,WGE,2016,autumn,518,568,573,25/04/2016,2.1,2,0,2016.2,21,17,3,1,2,0,573
QLD,Wallangarra East,WGE,2016,winter,605,570,419,3/07/2016,2.1,3,1,2016.3,22,17,3,1,2,0,605
QLD,Wallangarra East,WGE,2016,spring,523,496,517,NA,2.1,4,1,2016.4,23,17,3,1,2,0,523
QLD,Wallangarra East,WGE,2017,summer,427,304,392,11/01/2017,2.1,1,0,2017.1,24,17,3,1,2,0,427
QLD,Wallangarra East,WGE,2017,autumn,360,292,288,11/04/2017,2.1,2,0,2017.2,25,17,3,1,2,1,360
QLD,Wallangarra East,WGE,2017,winter,59,46,34,12/07/2017,2.1,3,1,2017.3,26,17,3,1,2,1,59
QLD,Wallangarra East,WGE,2017,spring,69,41,58,18/10/2017,2.1,4,1,2017.4,27,17,3,1,2,1,69
QLD,Wallangarra East,WGE,2018,summer,34,24,36,8/01/2018,2.1,1,0,2018.1,28,17,3,1,2,1,36
QLD,Wallangarra West,WGW,2014,autumn,110,93,79,22/04/2014,2.3,2,0,2014.2,13,18,3,0,1,0,110
QLD,Wallangarra West,WGW,2014,winter,41,49,49,29/07/2014,2.3,3,1,2014.3,14,18,3,0,1,0,49
QLD,Wallangarra West,WGW,2014,spring,82,85,NA,29/10/2014,2.3,4,1,2014.4,15,18,3,0,1,0,85
QLD,Wallangarra West,WGW,2015,summer,80,53,66,13/01/2015,2.3,1,0,2015.1,16,18,3,1,1,0,80
QLD,Wallangarra West,WGW,2015,autumn,30,42,50,28/04/2015,2.3,2,0,2015.2,17,18,3,1,1,0,50
QLD,Wallangarra West,WGW,2015,winter,NA,NA,NA,NA,2.3,3,1,2015.3,18,18,3,1,1,0,NA
QLD,Wallangarra West,WGW,2015,spring,57,59,73,27/10/2015,2.3,4,1,2015.4,19,18,3,1,1,0,73
QLD,Wallangarra West,WGW,2016,summer,22,33,23,19/01/2016,2.3,1,0,2016.1,20,18,3,1,1,0,33
QLD,Wallangarra West,WGW,2016,autumn,59,31,21,25/04/2016,2.3,2,0,2016.2,21,18,3,1,1,0,59
QLD,Wallangarra West,WGW,2016,winter,15,14,21,3/07/2016,2.3,3,1,2016.3,22,18,3,1,1,0,21
QLD,Wallangarra West,WGW,2016,spring,15,17,15,26/10/2016,2.3,4,1,2016.4,23,18,3,1,1,0,17
QLD,Wallangarra West,WGW,2017,summer,23,26,30,11/01/2017,2.3,1,0,2017.1,24,18,3,1,1,0,30
QLD,Wallangarra West,WGW,2017,autumn,23,12,3,11/04/2017,2.3,2,0,2017.2,25,18,3,1,1,1,23
QLD,Wallangarra West,WGW,2017,winter,25,17,11,12/07/2017,2.3,3,1,2017.3,26,18,3,1,1,1,25
QLD,Wallangarra West,WGW,2017,spring,49,22,24,18/10/2017,2.3,4,1,2017.4,27,18,3,1,1,1,49
QLD,Wallangarra West,WGW,2018,summer,10,19,11,8/01/2018,2.3,1,0,2018.1,28,18,3,1,1,1,19
